menu_item_id,quantity_sold,sales_date,store_id
cu Sos Harira,2,4/20/2025,starkebab_portmall
Combo Star Kebab,3,4/20/2025,starkebab_portmall
cu Sos Alb,1,4/20/2025,starkebab_portmall
cu Cartofi pai,3,4/20/2025,starkebab_portmall
cu Topping Ardei Iute Jalapeno,1,4/20/2025,starkebab_portmall
cu Star Kebab Pui,2,4/20/2025,starkebab_portmall
La Pachet,1,4/19/2025,starkebab_portmall
Pită Grecească,1,4/19/2025,starkebab_portmall
Hot dog classic,8,4/19/2025,starkebab_portmall
Pui Crocant personal,1,4/19/2025,starkebab_portmall
Starburger Grecesc,1,4/19/2025,starkebab_portmall
Star Sticks,2,4/19/2025,starkebab_portmall
Falafel,2,4/19/2025,starkebab_portmall
cu Sos Harira,3,4/19/2025,starkebab_portmall
Roll Caesar ,9,4/19/2025,starkebab_portmall
Pui crocant,1,4/19/2025,starkebab_portmall
cu Topping Ardei Iute Jalapeno,2,4/19/2025,starkebab_portmall
Combo Star Kebab,4,4/19/2025,starkebab_portmall
Star Kebab pui personal,2,4/19/2025,starkebab_portmall
Sos Alb,3,4/19/2025,starkebab_portmall
cu ardei,1,4/19/2025,starkebab_portmall
cu Cartofi pai,4,4/19/2025,starkebab_portmall
Salată Caesar Pui,2,4/19/2025,starkebab_portmall
Sos Harira,1,4/19/2025,starkebab_portmall
Chipsuri cu cașcaval din lipie,1,4/19/2025,starkebab_portmall
Cheese StarKebab,4,4/19/2025,starkebab_portmall
Platou Vânătoresc,1,4/19/2025,starkebab_portmall
Pachet kebab livrare,1,4/19/2025,starkebab_portmall
Roll cu Pui Crocant,1,4/19/2025,starkebab_portmall
Star Kebab Veggie,1,4/19/2025,starkebab_portmall
Platou Falafel,1,4/19/2025,starkebab_portmall
cu Lipie clasica,14,4/19/2025,starkebab_portmall
Plăcintă cu brânză și verdeață,1,4/19/2025,starkebab_portmall
Star Kebab Pulled Pork,4,4/19/2025,starkebab_portmall
fără roșii,1,4/19/2025,starkebab_portmall
Salată Caesar Creveți,1,4/19/2025,starkebab_portmall
cu Sos Alb,1,4/19/2025,starkebab_portmall
Starburger Pui,4,4/19/2025,starkebab_portmall
cu Cheese StarKebab,2,4/19/2025,starkebab_portmall
Star Kebab Pui,26,4/19/2025,starkebab_portmall
Hot dog double personal,1,4/19/2025,starkebab_portmall
cu Star Kebab Pui,2,4/19/2025,starkebab_portmall
Hot dog double,2,4/19/2025,starkebab_portmall
Suc Naturalis 200 ml,1,4/19/2025,starkebab_portmall
Plăcintă cu cartofi,3,4/19/2025,starkebab_portmall
Roll Fitness Personal,2,4/19/2025,starkebab_portmall
Roll Fitness,5,4/19/2025,starkebab_portmall
Star Kebab Falafel,1,4/19/2025,starkebab_portmall
Salată Grecească,2,4/19/2025,starkebab_portmall
cu TOPPING Cașcaval,1,4/19/2025,starkebab_portmall
Cartofi pai,8,4/19/2025,starkebab_portmall
cu Lipie integrala,3,4/19/2025,starkebab_portmall
Star Kebab Vânătoresc,1,4/18/2025,starkebab_portmall
cu TOPPING Cașcaval,8,4/18/2025,starkebab_portmall
Hot dog classic,13,4/18/2025,starkebab_portmall
Pachet kebab livrare,16,4/18/2025,starkebab_portmall
Salată Grecească,1,4/18/2025,starkebab_portmall
La Pachet,8,4/18/2025,starkebab_portmall
Pită Grecească,1,4/18/2025,starkebab_portmall
Bulion de pui,2,4/18/2025,starkebab_portmall
Cheese StarKebab,6,4/18/2025,starkebab_portmall
Combo Star Kebab Pulled Pork_,1,4/18/2025,starkebab_portmall
Cartofi pai,3,4/18/2025,starkebab_portmall
Gozleme cu carne de pui,1,4/18/2025,starkebab_portmall
cu Topping Ardei Iute Jalapeno,1,4/18/2025,starkebab_portmall
Plăcintă cu brânză și verdeață,4,4/18/2025,starkebab_portmall
cu TOPPING Carne Porc,1,4/18/2025,starkebab_portmall
cu Sos Harira,1,4/18/2025,starkebab_portmall
Star Sticks,4,4/18/2025,starkebab_portmall
Starburger Grecesc,1,4/18/2025,starkebab_portmall
cu Lipie clasica,10,4/18/2025,starkebab_portmall
fără castraveți murați,1,4/18/2025,starkebab_portmall
Covridog cu sos,1,4/18/2025,starkebab_portmall
cu ardei,4,4/18/2025,starkebab_portmall
Suc Naturalis 200 ml,8,4/18/2025,starkebab_portmall
Star Kebab Falafel,12,4/18/2025,starkebab_portmall
Roll Fitness,2,4/18/2025,starkebab_portmall
cu Star Kebab Pui,7,4/18/2025,starkebab_portmall
cu TOPPING Morcov Picant,1,4/18/2025,starkebab_portmall
Star Kebab Pui,46,4/18/2025,starkebab_portmall
Chipsuri cu cașcaval din lipie,5,4/18/2025,starkebab_portmall
Plăcintă cu cartofi,3,4/18/2025,starkebab_portmall
Baiețel,2,4/18/2025,starkebab_portmall
Combo Star Kebab,7,4/18/2025,starkebab_portmall
cu Sos Alb,8,4/18/2025,starkebab_portmall
cu Cartofi pai,9,4/18/2025,starkebab_portmall
Pui crocant,1,4/18/2025,starkebab_portmall
Pui crocant_,1,4/18/2025,starkebab_portmall
Starburger Pui,1,4/18/2025,starkebab_portmall
Sos Harira,1,4/18/2025,starkebab_portmall
Roll cu Pui Crocant,1,4/18/2025,starkebab_portmall
cu TOPPING Carne Pui,2,4/18/2025,starkebab_portmall
Kids Box cu roll,7,4/18/2025,starkebab_portmall
Salată Caesar Pui,5,4/18/2025,starkebab_portmall
Salată Caesar Creveți,3,4/18/2025,starkebab_portmall
Sos Alb,1,4/18/2025,starkebab_portmall
Star Kebab Pulled Pork,11,4/18/2025,starkebab_portmall
Fetiță,5,4/18/2025,starkebab_portmall
Star Kebab Veggie,1,4/18/2025,starkebab_portmall
Roll Caesar ,4,4/18/2025,starkebab_portmall
Combo Star Kebab Pui_,1,4/18/2025,starkebab_portmall
Pachet wrap livrare,1,4/18/2025,starkebab_portmall
Roll cu Creveți,1,4/18/2025,starkebab_portmall
Sos Sweet Chilli,1,4/18/2025,starkebab_portmall
Gozleme,1,4/18/2025,starkebab_portmall
Kids Box cu roll,2,4/17/2025,starkebab_portmall
Combo Starburger,1,4/17/2025,starkebab_portmall
Sos Harira,1,4/17/2025,starkebab_portmall
cu TOPPING Ceapă,2,4/17/2025,starkebab_portmall
Starburger Pui,2,4/17/2025,starkebab_portmall
Combo Pită,1,4/17/2025,starkebab_portmall
Gozleme,2,4/17/2025,starkebab_portmall
cu Star Kebab Pulled Pork,1,4/17/2025,starkebab_portmall
Star Kebab Pulled Pork,10,4/17/2025,starkebab_portmall
Star Sticks,5,4/17/2025,starkebab_portmall
Start Savuros: Gozleme + Cafea/Ceai la alegere,1,4/17/2025,starkebab_portmall
Roll cu Creveți,1,4/17/2025,starkebab_portmall
Sos Alb,1,4/17/2025,starkebab_portmall
Salată Caesar Creveți,2,4/17/2025,starkebab_portmall
Hot dog classic,5,4/17/2025,starkebab_portmall
Fetiță,2,4/17/2025,starkebab_portmall
Star Kebab Pui_,4,4/17/2025,starkebab_portmall
cu Pită Vegetariană,1,4/17/2025,starkebab_portmall
cu Ardei Jalapinio 10 gr GRATIS,1,4/17/2025,starkebab_portmall
cu Sos Tzatziki,1,4/17/2025,starkebab_portmall
Pită Vegetariană,1,4/17/2025,starkebab_portmall
Salată Grecească,2,4/17/2025,starkebab_portmall
Rulou cu brînză,1,4/17/2025,starkebab_portmall
Star Kebab Falafel,3,4/17/2025,starkebab_portmall
Plăcintă cu cartofi,1,4/17/2025,starkebab_portmall
Pui crocant,1,4/17/2025,starkebab_portmall
Combo Star Kebab,8,4/17/2025,starkebab_portmall
Falafel,1,4/17/2025,starkebab_portmall
cu Sos BBQ,2,4/17/2025,starkebab_portmall
Cartofi pai,3,4/17/2025,starkebab_portmall
Hot dog double,2,4/17/2025,starkebab_portmall
Salată Caesar Pui,1,4/17/2025,starkebab_portmall
Chipsuri cu cașcaval din lipie,1,4/17/2025,starkebab_portmall
Covridog cu sos,1,4/17/2025,starkebab_portmall
Roll Fitness,1,4/17/2025,starkebab_portmall
Sos Alb,1,4/17/2025,starkebab_portmall
cu ardei,6,4/17/2025,starkebab_portmall
Roll Caesar ,2,4/17/2025,starkebab_portmall
cu TOPPING Carne Pui,1,4/17/2025,starkebab_portmall
cu Lipie clasica,6,4/17/2025,starkebab_portmall
cu Starburger Pui,1,4/17/2025,starkebab_portmall
cu Star Kebab Pui,7,4/17/2025,starkebab_portmall
fără cartofi,1,4/17/2025,starkebab_portmall
Starburger Vânătoresc,1,4/17/2025,starkebab_portmall
Pachet kebab livrare,14,4/17/2025,starkebab_portmall
Cheese StarKebab,2,4/17/2025,starkebab_portmall
puțin ardei,1,4/17/2025,starkebab_portmall
Star Kebab Pui,34,4/17/2025,starkebab_portmall
Borș roșu,1,4/17/2025,starkebab_portmall
Hot dog double_,1,4/17/2025,starkebab_portmall
cu Cartofi pai,10,4/17/2025,starkebab_portmall
cu Sos Alb,7,4/17/2025,starkebab_portmall
La Pachet,2,4/17/2025,starkebab_portmall
Sos Harira,1,4/16/2025,starkebab_portmall
Cheese StarKebab,1,4/16/2025,starkebab_portmall
Roll cu Pui Crocant,1,4/16/2025,starkebab_portmall
Bowl Hummus,1,4/16/2025,starkebab_portmall
Starburger Pui,3,4/16/2025,starkebab_portmall
cu Sos Harira,2,4/16/2025,starkebab_portmall
cu Star Kebab Pui,3,4/16/2025,starkebab_portmall
Star Kebab Pui_,2,4/16/2025,starkebab_portmall
Pită BBQ,3,4/16/2025,starkebab_portmall
fără sos alb,1,4/16/2025,starkebab_portmall
Salată Grecească,1,4/16/2025,starkebab_portmall
Star Kebab Pui,33,4/16/2025,starkebab_portmall
cu Sos Alb,4,4/16/2025,starkebab_portmall
Plăcintă cu brânză și verdeață,4,4/16/2025,starkebab_portmall
cu Topping Ardei Iute Jalapeno,2,4/16/2025,starkebab_portmall
cu Star Kebab Pulled Pork,1,4/16/2025,starkebab_portmall
Hot dog classic,7,4/16/2025,starkebab_portmall
puțin ardei,1,4/16/2025,starkebab_portmall
fără sos Harira,1,4/16/2025,starkebab_portmall
Roll Caesar ,2,4/16/2025,starkebab_portmall
Starburger Vânătoresc,1,4/16/2025,starkebab_portmall
Pachet kebab livrare,8,4/16/2025,starkebab_portmall
Sos Alb,1,4/16/2025,starkebab_portmall
Star Kebab Pulled Pork,14,4/16/2025,starkebab_portmall
Salată Caesar Pui,5,4/16/2025,starkebab_portmall
cu Starburger Pui,1,4/16/2025,starkebab_portmall
fără cartofi,1,4/16/2025,starkebab_portmall
Combo Star Kebab,5,4/16/2025,starkebab_portmall
cu Cartofi pai,6,4/16/2025,starkebab_portmall
La Pachet,6,4/16/2025,starkebab_portmall
cu TOPPING Carne Pui_,2,4/16/2025,starkebab_portmall
Hot dog double,1,4/16/2025,starkebab_portmall
Star Kebab Falafel,4,4/16/2025,starkebab_portmall
cu TOPPING Cașcaval,1,4/16/2025,starkebab_portmall
cu Cheese StarKebab,1,4/16/2025,starkebab_portmall
cu Lipie integrala,2,4/16/2025,starkebab_portmall
cu Lipie clasica,4,4/16/2025,starkebab_portmall
Combo Starburger,1,4/16/2025,starkebab_portmall
Plăcintă cu cartofi,3,4/16/2025,starkebab_portmall
Cartofi pai,2,4/16/2025,starkebab_portmall
Gozleme cu carne de pui,1,4/16/2025,starkebab_portmall
Roll Fitness,2,4/16/2025,starkebab_portmall
cu Lipie clasica,10,4/15/2025,starkebab_portmall
Star Kebab Pui_,1,4/15/2025,starkebab_portmall
Platou Vânătoresc,1,4/15/2025,starkebab_portmall
fără roșii,1,4/15/2025,starkebab_portmall
Star Kebab Veggie,3,4/15/2025,starkebab_portmall
cu TOPPING Cașcaval_,1,4/15/2025,starkebab_portmall
cu Sos Alb,6,4/15/2025,starkebab_portmall
Sos Harira,1,4/15/2025,starkebab_portmall
Roll cu Pui Crocant,2,4/15/2025,starkebab_portmall
cu ardei,2,4/15/2025,starkebab_portmall
Cheese StarKebab,9,4/15/2025,starkebab_portmall
Roll Fitness,2,4/15/2025,starkebab_portmall
Pită Vânătorească,1,4/15/2025,starkebab_portmall
Star Kebab Pulled Pork,4,4/15/2025,starkebab_portmall
Plăcintă cu cartofi,3,4/15/2025,starkebab_portmall
Baiețel,1,4/15/2025,starkebab_portmall
Covridog cu sos,1,4/15/2025,starkebab_portmall
cu TOPPING Morcov Picant,2,4/15/2025,starkebab_portmall
Pui crocant,1,4/15/2025,starkebab_portmall
Combo Star Kebab,6,4/15/2025,starkebab_portmall
Sos Muștar,1,4/15/2025,starkebab_portmall
cu Cartofi pai,9,4/15/2025,starkebab_portmall
cu Topping Ardei Iute Jalapeno,2,4/15/2025,starkebab_portmall
cu Sos BBQ,1,4/15/2025,starkebab_portmall
Cartofi pai_,1,4/15/2025,starkebab_portmall
Suc Naturalis 200 ml,1,4/15/2025,starkebab_portmall
cu TOPPING Ceapă,1,4/15/2025,starkebab_portmall
Sos Sweet Chilli_,1,4/15/2025,starkebab_portmall
Bowl Hummus,1,4/15/2025,starkebab_portmall
Plăcintă cu brânză și verdeață,1,4/15/2025,starkebab_portmall
Star Kebab Pui,37,4/15/2025,starkebab_portmall
cu TOPPING Carne Pui_,1,4/15/2025,starkebab_portmall
cu Star Kebab Pui,4,4/15/2025,starkebab_portmall
Combo Star Kebab Pui_,2,4/15/2025,starkebab_portmall
Pită Vânătorească_,1,4/15/2025,starkebab_portmall
cu Sos Creamy Sweet Chilli,2,4/15/2025,starkebab_portmall
Sos BBQ,1,4/15/2025,starkebab_portmall
Hot dog classic,8,4/15/2025,starkebab_portmall
Roll cu Creveți,2,4/15/2025,starkebab_portmall
cu Pită Vânătorească,1,4/15/2025,starkebab_portmall
cu TOPPING Cașcaval,4,4/15/2025,starkebab_portmall
fără sos total,1,4/15/2025,starkebab_portmall
Combo Pită,1,4/15/2025,starkebab_portmall
cu Star Kebab Pulled Pork,2,4/15/2025,starkebab_portmall
cu TOPPING Carne Pui,4,4/15/2025,starkebab_portmall
cu TOPPING Morcov Picant_,1,4/15/2025,starkebab_portmall
fără cartofi,1,4/15/2025,starkebab_portmall
Cartofi pai,2,4/15/2025,starkebab_portmall
Salată Caesar Pui,3,4/15/2025,starkebab_portmall
Pachet kebab livrare,7,4/15/2025,starkebab_portmall
Platou Pui,1,4/15/2025,starkebab_portmall
Falafel,1,4/15/2025,starkebab_portmall
Pită BBQ,1,4/15/2025,starkebab_portmall
Salată Grecească,2,4/15/2025,starkebab_portmall
Sos Alb,2,4/15/2025,starkebab_portmall
Hot dog classic_,1,4/15/2025,starkebab_portmall
Roll Caesar ,3,4/15/2025,starkebab_portmall
Plăcintă cu vișină,1,4/15/2025,starkebab_portmall
Star Kebab Falafel,2,4/15/2025,starkebab_portmall
Gozleme cu carne de pui_,1,4/15/2025,starkebab_portmall
Starburger Pui,1,4/15/2025,starkebab_portmall
Hot dog double,5,4/15/2025,starkebab_portmall
Kids Box cu roll,4,4/15/2025,starkebab_portmall
Fetiță,3,4/15/2025,starkebab_portmall
Chipsuri cu cașcaval din lipie,1,4/14/2025,starkebab_portmall
cu ardei,4,4/14/2025,starkebab_portmall
Suc Naturalis 200 ml,1,4/14/2025,starkebab_portmall
Star Kebab Falafel,3,4/14/2025,starkebab_portmall
Roll Caesar ,2,4/14/2025,starkebab_portmall
Star Kebab Pui,33,4/14/2025,starkebab_portmall
Roll Fitness,2,4/14/2025,starkebab_portmall
cu Lipie clasica,10,4/14/2025,starkebab_portmall
cu Star Kebab Pui,4,4/14/2025,starkebab_portmall
Hot dog double,3,4/14/2025,starkebab_portmall
Sos Sweet Chilli,1,4/14/2025,starkebab_portmall
Plăcintă cu vișină,8,4/14/2025,starkebab_portmall
Pită Grecească,1,4/14/2025,starkebab_portmall
Fetiță,1,4/14/2025,starkebab_portmall
Plăcintă cu cartofi,5,4/14/2025,starkebab_portmall
Cartofi pai,6,4/14/2025,starkebab_portmall
Starburger Grecesc,1,4/14/2025,starkebab_portmall
Star Sticks,3,4/14/2025,starkebab_portmall
cu Star Kebab Pulled Pork,1,4/14/2025,starkebab_portmall
Hot dog classic,2,4/14/2025,starkebab_portmall
cu TOPPING Cașcaval,2,4/14/2025,starkebab_portmall
Salată Grecească,2,4/14/2025,starkebab_portmall
Topping Carne Pui,2,4/14/2025,starkebab_portmall
cu TOPPING Masline,1,4/14/2025,starkebab_portmall
Roll cu Creveți,3,4/14/2025,starkebab_portmall
Kids Box cu roll,2,4/14/2025,starkebab_portmall
cu Sos Harira,1,4/14/2025,starkebab_portmall
Gozleme,1,4/14/2025,starkebab_portmall
Starburger Pui,2,4/14/2025,starkebab_portmall
Combo Star Kebab Pui_,1,4/14/2025,starkebab_portmall
Star Kebab Pulled Pork,7,4/14/2025,starkebab_portmall
cu TOPPING Carne Pui,1,4/14/2025,starkebab_portmall
cu TOPPING Ceapă,1,4/14/2025,starkebab_portmall
Salată Caesar Creveți,2,4/14/2025,starkebab_portmall
Roll cu Pui Crocant,2,4/14/2025,starkebab_portmall
Platou Pui,1,4/14/2025,starkebab_portmall
cu Sos Alb,6,4/14/2025,starkebab_portmall
Sos Harira,3,4/14/2025,starkebab_portmall
Sos Alb,4,4/14/2025,starkebab_portmall
Star Kebab Veggie,1,4/14/2025,starkebab_portmall
Combo Star Kebab,7,4/14/2025,starkebab_portmall
cu Cartofi pai,8,4/14/2025,starkebab_portmall
Pui crocant,2,4/14/2025,starkebab_portmall
Baiețel,1,4/14/2025,starkebab_portmall
cu Star Kebab Veggie,2,4/14/2025,starkebab_portmall
fără cartofi,1,4/14/2025,starkebab_portmall
Starburger Vânătoresc,1,4/14/2025,starkebab_portmall
Salată Caesar Pui,1,4/14/2025,starkebab_portmall
cu Sos de Post,1,4/14/2025,starkebab_portmall
cu Cartofi pai,17,4/13/2025,starkebab_portmall
Hot dog Pulled Pork,1,4/13/2025,starkebab_portmall
Falafel,1,4/13/2025,starkebab_portmall
Cartofi pai,16,4/13/2025,starkebab_portmall
Sos Alb,7,4/13/2025,starkebab_portmall
Combo Star Kebab,17,4/13/2025,starkebab_portmall
Topping Cașcaval,1,4/13/2025,starkebab_portmall
Hot dog double,1,4/13/2025,starkebab_portmall
Salată Caesar Pui,10,4/13/2025,starkebab_portmall
Baiețel,5,4/13/2025,starkebab_portmall
Plăcintă cu cartofi,5,4/13/2025,starkebab_portmall
Star Kebab Falafel,9,4/13/2025,starkebab_portmall
cu semințe,3,4/13/2025,starkebab_portmall
La Pachet,2,4/13/2025,starkebab_portmall
Pui crocant,1,4/13/2025,starkebab_portmall
Pită Grecească,1,4/13/2025,starkebab_portmall
Star Kebab Pui_,2,4/13/2025,starkebab_portmall
Pachet kebab livrare,1,4/13/2025,starkebab_portmall
Star Kebab Veggie,1,4/13/2025,starkebab_portmall
Starburger Vânătoresc,2,4/13/2025,starkebab_portmall
cu TOPPING Morcov Picant,2,4/13/2025,starkebab_portmall
Fetiță,4,4/13/2025,starkebab_portmall
cu Star Kebab Pulled Pork,2,4/13/2025,starkebab_portmall
Covridog cu sos,2,4/13/2025,starkebab_portmall
Chipsuri cu cașcaval din lipie,2,4/13/2025,starkebab_portmall
cu ardei,4,4/13/2025,starkebab_portmall
Star Kebab Pulled Pork,22,4/13/2025,starkebab_portmall
cu TOPPING Carne Pui,5,4/13/2025,starkebab_portmall
Star Kebab Pui *,2,4/13/2025,starkebab_portmall
Sos Harira,6,4/13/2025,starkebab_portmall
Furculiță suplimentar,2,4/13/2025,starkebab_portmall
Gozleme,2,4/13/2025,starkebab_portmall
Hot dog classic,11,4/13/2025,starkebab_portmall
Roll Caesar ,4,4/13/2025,starkebab_portmall
Starburger Pui,4,4/13/2025,starkebab_portmall
Sos Alb,2,4/13/2025,starkebab_portmall
Roll cu Creveți,4,4/13/2025,starkebab_portmall
Start Savuros: Gozleme + Cafea/Ceai la alegere,1,4/13/2025,starkebab_portmall
cu Topping Ardei Iute Jalapeno,3,4/13/2025,starkebab_portmall
Kids Box cu roll,9,4/13/2025,starkebab_portmall
cu Sos Harira,1,4/13/2025,starkebab_portmall
Roll cu Pui Crocant,10,4/13/2025,starkebab_portmall
Pită Vânătorească,1,4/13/2025,starkebab_portmall
cu crutoane,1,4/13/2025,starkebab_portmall
Salată Grecească,5,4/13/2025,starkebab_portmall
cu Ardei Jalapinio 10 gr GRATIS,1,4/13/2025,starkebab_portmall
cu Sos Alb,15,4/13/2025,starkebab_portmall
Bulion de pui,1,4/13/2025,starkebab_portmall
Hot dog double_,1,4/13/2025,starkebab_portmall
Cheese StarKebab,4,4/13/2025,starkebab_portmall
Plăcintă cu vișină,2,4/13/2025,starkebab_portmall
cu Star Kebab Pui,15,4/13/2025,starkebab_portmall
cu Lipie clasica,33,4/13/2025,starkebab_portmall
cu TOPPING Masline,1,4/13/2025,starkebab_portmall
Star Kebab Pui,88,4/13/2025,starkebab_portmall
Star Sticks,6,4/13/2025,starkebab_portmall
Roll Fitness,7,4/13/2025,starkebab_portmall
Suc Naturalis 200 ml,8,4/13/2025,starkebab_portmall
Gozleme cu carne de pui,6,4/13/2025,starkebab_portmall
cu TOPPING Ceapă,1,4/13/2025,starkebab_portmall
cu Sos Muștar,1,4/13/2025,starkebab_portmall
Starburger Grecesc,3,4/13/2025,starkebab_portmall
Pită Grecească,3,4/12/2025,starkebab_portmall
Fetiță,1,4/12/2025,starkebab_portmall
Salată Caesar Pui,7,4/12/2025,starkebab_portmall
Platou Pui,1,4/12/2025,starkebab_portmall
cu TOPPING Masline,1,4/12/2025,starkebab_portmall
fără cartofi,3,4/12/2025,starkebab_portmall
Hot dog Pulled Pork,1,4/12/2025,starkebab_portmall
Pachet kebab livrare,22,4/12/2025,starkebab_portmall
cu Sos BBQ,1,4/12/2025,starkebab_portmall
Cartofi pai,11,4/12/2025,starkebab_portmall
Gozleme Vânătoresc,1,4/12/2025,starkebab_portmall
Star Kebab Veggie_,1,4/12/2025,starkebab_portmall
Roll cu Creveți,4,4/12/2025,starkebab_portmall
Plăcintă cu cartofi,4,4/12/2025,starkebab_portmall
Roll Caesar ,9,4/12/2025,starkebab_portmall
cu TOPPING Carne Pui,1,4/12/2025,starkebab_portmall
Sos Alb,7,4/12/2025,starkebab_portmall
Hot dog classic,14,4/12/2025,starkebab_portmall
Star Sticks,11,4/12/2025,starkebab_portmall
Sos BBQ,1,4/12/2025,starkebab_portmall
Starburger Grecesc,2,4/12/2025,starkebab_portmall
Covridog cu sos,5,4/12/2025,starkebab_portmall
Chipsuri cu cașcaval din lipie,2,4/12/2025,starkebab_portmall
Star Sticks_,1,4/12/2025,starkebab_portmall
Sos Sweet Chilli_,1,4/12/2025,starkebab_portmall
Baiețel,4,4/12/2025,starkebab_portmall
Suc Naturalis 200 ml,8,4/12/2025,starkebab_portmall
cu Sos Harira,2,4/12/2025,starkebab_portmall
Platou Vânătoresc,1,4/12/2025,starkebab_portmall
cu Star Kebab Pui,7,4/12/2025,starkebab_portmall
cu Star Kebab Veggie,2,4/12/2025,starkebab_portmall
fără sos alb,1,4/12/2025,starkebab_portmall
Roll cu Pui Crocant_,1,4/12/2025,starkebab_portmall
Star Kebab Pui,106,4/12/2025,starkebab_portmall
Pui crocant,13,4/12/2025,starkebab_portmall
puțin ardei,1,4/12/2025,starkebab_portmall
La Pachet,3,4/12/2025,starkebab_portmall
Cartofi pai_,1,4/12/2025,starkebab_portmall
Combo Star Kebab,10,4/12/2025,starkebab_portmall
cu Sos Alb,10,4/12/2025,starkebab_portmall
cu Cartofi pai,13,4/12/2025,starkebab_portmall
Salată Caesar Creveți,2,4/12/2025,starkebab_portmall
Star Kebab Pulled Pork,16,4/12/2025,starkebab_portmall
Pită Vânătorească,1,4/12/2025,starkebab_portmall
Gozleme cu carne de pui,1,4/12/2025,starkebab_portmall
Plăcintă cu vișină,5,4/12/2025,starkebab_portmall
fără castraveți murați,1,4/12/2025,starkebab_portmall
cu Starburger Vânătoresc,3,4/12/2025,starkebab_portmall
Sos Harira,5,4/12/2025,starkebab_portmall
Cheese StarKebab,6,4/12/2025,starkebab_portmall
Sos Alb,1,4/12/2025,starkebab_portmall
Starburger Pui,4,4/12/2025,starkebab_portmall
Roll cu pui crocant  personal,2,4/12/2025,starkebab_portmall
Roll cu Pui Crocant,3,4/12/2025,starkebab_portmall
Kids Box cu roll,5,4/12/2025,starkebab_portmall
cu TOPPING Morcov Picant,1,4/12/2025,starkebab_portmall
cu Lipie clasica,28,4/12/2025,starkebab_portmall
cu Cheese StarKebab,1,4/12/2025,starkebab_portmall
Star Kebab Veggie,3,4/12/2025,starkebab_portmall
Star Kebab Pulled Pork personal,3,4/12/2025,starkebab_portmall
Sos Harira,1,4/12/2025,starkebab_portmall
fără roșii,2,4/12/2025,starkebab_portmall
cu ardei,3,4/12/2025,starkebab_portmall
Roll Fitness,10,4/12/2025,starkebab_portmall
Hot dog double,3,4/12/2025,starkebab_portmall
Combo Starburger,3,4/12/2025,starkebab_portmall
Sos Alb_,1,4/12/2025,starkebab_portmall
cu Lipie integrala,1,4/12/2025,starkebab_portmall
Brânzoaice fine,1,4/12/2025,starkebab_portmall
Cutie cartofi fri livrare,3,4/12/2025,starkebab_portmall
cu TOPPING Cașcaval,4,4/12/2025,starkebab_portmall
Pită BBQ,1,4/12/2025,starkebab_portmall
Star Kebab Falafel,5,4/12/2025,starkebab_portmall
Salată Grecească,4,4/12/2025,starkebab_portmall
cu Ardei Jalapinio 10 gr GRATIS,2,4/12/2025,starkebab_portmall
Sos BBQ,4,4/12/2025,starkebab_portmall
Pachet kebab livrare,3,4/11/2025,starkebab_portmall
Hot dog classic,6,4/11/2025,starkebab_portmall
cu TOPPING Cașcaval,1,4/11/2025,starkebab_portmall
Pită Vegetariană,1,4/11/2025,starkebab_portmall
Star Sticks,3,4/11/2025,starkebab_portmall
Salată Grecească,1,4/11/2025,starkebab_portmall
Cartofi pai,7,4/11/2025,starkebab_portmall
Brânzoaice fine,1,4/11/2025,starkebab_portmall
Plăcintă cu vișină,3,4/11/2025,starkebab_portmall
Roll Fitness_,1,4/11/2025,starkebab_portmall
Roll Fitness,1,4/11/2025,starkebab_portmall
cu Sos Sweet Chilli,1,4/11/2025,starkebab_portmall
cu Lipie integrala,1,4/11/2025,starkebab_portmall
Plăcintă cu cartofi,5,4/11/2025,starkebab_portmall
fără roșii,1,4/11/2025,starkebab_portmall
cu Star Kebab Pui,5,4/11/2025,starkebab_portmall
puțin ardei,1,4/11/2025,starkebab_portmall
cu Lipie clasica,7,4/11/2025,starkebab_portmall
cu Cheese StarKebab,1,4/11/2025,starkebab_portmall
Star Kebab Falafel,3,4/11/2025,starkebab_portmall
Suc Naturalis 200 ml,1,4/11/2025,starkebab_portmall
cu Sos Alb,7,4/11/2025,starkebab_portmall
Star Kebab Pui,28,4/11/2025,starkebab_portmall
cu Topping Ardei Iute Jalapeno,2,4/11/2025,starkebab_portmall
Combo Star Kebab,8,4/11/2025,starkebab_portmall
cu Cartofi pai,8,4/11/2025,starkebab_portmall
Sos Alb,5,4/11/2025,starkebab_portmall
Starburger Pui,1,4/11/2025,starkebab_portmall
Roll Caesar ,5,4/11/2025,starkebab_portmall
Pui crocant,2,4/11/2025,starkebab_portmall
Hot dog double_,1,4/11/2025,starkebab_portmall
Gozleme,1,4/11/2025,starkebab_portmall
cu semințe,1,4/11/2025,starkebab_portmall
cu TOPPING Carne Pui,1,4/11/2025,starkebab_portmall
Salată Caesar Creveți,1,4/11/2025,starkebab_portmall
fără cartofi,1,4/11/2025,starkebab_portmall
Salată Caesar Pui,4,4/11/2025,starkebab_portmall
Covridog cu sos,4,4/11/2025,starkebab_portmall
Star Kebab Veggie,3,4/11/2025,starkebab_portmall
Sos Harira,2,4/11/2025,starkebab_portmall
fără carne,1,4/11/2025,starkebab_portmall
cu Star Kebab Pulled Pork,2,4/11/2025,starkebab_portmall
